Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
511,CA-2018-135307,26/11/2018,27/11/2018,First Class,LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118.0,Central,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3
3425,CA-2017-134803,28/05/2017,03/06/2017,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90004.0,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.4
7426,CA-2017-101693,25/06/2017,27/06/2017,Second Class,LC-17140,Logan Currie,Consumer,United States,Houston,Texas,77070.0,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",85.246
9502,US-2016-158589,20/11/2016,24/11/2016,Standard Class,KW-16570,Kelly Williams,Consumer,United States,San Francisco,California,94109.0,West,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,32.04
5636,CA-2018-123022,03/09/2018,08/09/2018,Standard Class,SC-20050,Sample Company A,Home Office,United States,La Mesa,California,91941.0,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",82.56
3827,CA-2015-132801,07/10/2015,12/10/2015,Standard Class,JG-15805,John Grady,Corporate,United States,Dallas,Texas,75217.0,Central,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",107.44
3769,CA-2015-153913,16/12/2015,20/12/2015,Second Class,KB-16585,Ken Black,Corporate,United States,Hialeah,Florida,33012.0,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1013.832
3773,CA-2015-115357,06/08/2015,11/08/2015,Second Class,RF-19735,Roland Fjeld,Consumer,United States,Columbia,South Carolina,29203.0,South,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",62.91
7545,US-2018-112347,02/12/2018,06/12/2018,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Denver,Colorado,80219.0,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,906.68
3995,CA-2016-105627,08/03/2016,12/03/2016,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142.0,Central,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",512.94
9520,US-2018-104451,08/05/2018,12/05/2018,Second Class,MM-18055,Michelle Moray,Consumer,United States,San Francisco,California,94110.0,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,81.08
4171,CA-2016-100216,13/04/2016,14/04/2016,First Class,HJ-14875,Heather Jas,Home Office,United States,Mesa,Arizona,85204.0,West,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,54.816
2868,CA-2017-115588,10/11/2017,12/11/2017,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,14.72
4845,US-2015-128685,04/04/2015,05/04/2015,First Class,MZ-17515,Mary Zewe,Corporate,United States,Los Angeles,California,90008.0,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184
1108,US-2017-110156,19/11/2017,24/11/2017,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78
6650,US-2018-124779,08/09/2018,11/09/2018,First Class,BF-11020,Barry Französisch,Corporate,United States,Arlington,Texas,76017.0,Central,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,319.984
6174,US-2015-106299,02/08/2015,08/08/2015,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,65807.0,Central,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,21.2
2674,CA-2015-126403,09/09/2015,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85
3964,CA-2018-134838,19/02/2018,20/02/2018,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,90045.0,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,44.67
4574,CA-2017-139395,12/12/2017,18/12/2017,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201.0,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,657.93
7774,CA-2017-108196,25/11/2017,02/12/2017,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,43130.0,East,TEC-AC-10000926,Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router,59.976
6399,CA-2018-151981,06/08/2018,12/08/2018,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301.0,East,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95
4985,CA-2016-160696,06/09/2016,10/09/2016,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Nashville,Tennessee,37211.0,South,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,7.24
2639,CA-2018-108441,12/06/2018,18/06/2018,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,13.128
1579,CA-2017-102456,27/02/2017,01/03/2017,First Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,10011.0,East,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88
714,US-2018-100048,19/05/2018,24/05/2018,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550.0,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98
971,CA-2015-115791,16/01/2015,18/01/2015,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104
4768,CA-2016-123155,09/03/2016,12/03/2016,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,78207.0,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,359.88
3320,CA-2015-134551,20/12/2015,25/12/2015,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401.0,South,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,43.512
9739,CA-2018-129294,16/03/2018,21/03/2018,Standard Class,KD-16615,Ken Dana,Corporate,United States,Los Angeles,California,90032.0,West,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",70.464
3871,CA-2016-132486,23/10/2016,27/10/2016,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105.0,West,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,11.56
7199,US-2016-156797,11/08/2016,15/08/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10035.0,East,OFF-AR-10001427,Office Supplies,Art,Newell 330,11.96
638,US-2017-123470,15/08/2017,21/08/2017,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013.0,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328
9481,CA-2015-126193,07/09/2015,14/09/2015,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Oswego,Illinois,60543.0,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,304.99
1319,CA-2015-160773,01/07/2015,05/07/2015,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725.0,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92
8040,CA-2018-121489,21/08/2018,25/08/2018,Second Class,CM-11815,Candace McMahon,Corporate,United States,Seattle,Washington,98115.0,West,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",388.704
5839,CA-2016-132948,27/03/2016,03/04/2016,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Seattle,Washington,98115.0,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,83.7
5489,CA-2018-134495,01/04/2018,04/04/2018,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-LA-10000262,Office Supplies,Labels,Avery 494,6.264
3536,CA-2015-110849,18/04/2015,23/04/2015,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049.0,West,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",11.62
8141,CA-2017-102561,18/07/2017,22/07/2017,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,18.496
5516,CA-2016-103177,30/05/2016,01/06/2016,First Class,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10009.0,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85
2148,US-2017-152051,25/06/2017,29/06/2017,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403.0,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352
7719,US-2018-146213,09/09/2018,14/09/2018,Standard Class,MC-17605,Matt Connell,Corporate,United States,Los Angeles,California,90032.0,West,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,159.96
6353,US-2016-161347,13/09/2016,19/09/2016,Standard Class,HG-14845,Harry Greene,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",2.412
1795,CA-2017-140774,05/09/2017,10/09/2017,Standard Class,BE-11455,Brad Eason,Home Office,United States,Olathe,Kansas,66062.0,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94
9633,CA-2018-154809,13/02/2018,17/02/2018,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",90.64
1497,CA-2018-152485,04/09/2018,08/09/2018,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019.0,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.784
2120,CA-2018-155460,13/04/2018,15/04/2018,First Class,RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,98105.0,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92
4442,US-2017-111290,22/07/2017,26/07/2017,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,965.85
488,CA-2015-154627,29/10/2015,31/10/2015,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,2735.952
3051,US-2018-148054,06/10/2018,11/10/2018,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,83642.0,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,41.96
5806,CA-2018-113873,13/11/2018,19/11/2018,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220.0,Central,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",205.9992
5551,US-2015-159618,12/11/2015,16/11/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036.0,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.672
3207,CA-2015-158372,10/11/2015,16/11/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2
8187,CA-2016-136728,13/09/2016,17/09/2016,Second Class,AG-10900,Arthur Gainer,Consumer,United States,Chicago,Illinois,60623.0,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",170.072
8867,CA-2015-120411,20/09/2015,23/09/2015,First Class,SB-20185,Sarah Brown,Consumer,United States,Chicago,Illinois,60653.0,Central,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",493.43
9176,CA-2018-119424,12/06/2018,14/06/2018,Second Class,SB-20185,Sarah Brown,Consumer,United States,Kent,Washington,98031.0,West,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,19.44
4302,CA-2018-129021,23/08/2018,26/08/2018,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303.0,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",8.72
8371,CA-2017-163972,17/10/2017,21/10/2017,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Fresno,California,93727.0,West,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",120.666
264,US-2015-106992,19/09/2015,21/09/2015,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,77036.0,Central,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958
4216,CA-2015-103590,30/11/2015,04/12/2015,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Mount Vernon,New York,10550.0,East,OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62.28
5199,CA-2017-103982,03/03/2017,08/03/2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664.0,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072
5664,CA-2017-141957,21/07/2017,21/07/2017,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055.0,East,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,18.656
7055,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804.0,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",363.92
2702,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,18.936
8729,CA-2016-103870,27/12/2016,31/12/2016,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130.0,South,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,131.104
7268,CA-2018-122987,16/08/2018,16/08/2018,Same Day,SJ-20215,Sarah Jordon,Consumer,United States,Columbia,Tennessee,38401.0,South,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,67.136
8023,CA-2015-129189,21/07/2015,25/07/2015,Standard Class,HM-14860,Harry Marie,Corporate,United States,Dallas,Texas,75217.0,Central,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",87.92
4505,US-2015-138247,24/12/2015,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96
8730,CA-2016-103870,27/12/2016,31/12/2016,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130.0,South,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,22.512
7626,CA-2016-136805,23/05/2016,27/05/2016,Second Class,NM-18445,Nathan Mautz,Home Office,United States,Detroit,Michigan,48234.0,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,75.33
4809,CA-2015-149055,23/11/2015,28/11/2015,Standard Class,PB-19210,Phillip Breyer,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,62.808
3149,CA-2017-120558,07/06/2017,10/06/2017,First Class,RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,10035.0,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4
5305,US-2015-166310,21/09/2015,23/09/2015,First Class,JS-15940,Joni Sundaresam,Home Office,United States,Garland,Texas,75043.0,Central,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544
