Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,sales_norm
2148,US-2017-152051,25/06/2017,29/06/2017,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403.0,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352,0.03167497520938878
7719,US-2018-146213,09/09/2018,14/09/2018,Standard Class,MC-17605,Matt Connell,Corporate,United States,Los Angeles,California,90032.0,West,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,159.96,0.019874494249028256
6353,US-2016-161347,13/09/2016,19/09/2016,Standard Class,HG-14845,Harry Greene,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",2.412,0.0001785224045617725
1795,CA-2017-140774,05/09/2017,10/09/2017,Standard Class,BE-11455,Brad Eason,Home Office,United States,Olathe,Kansas,66062.0,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,0.0133711780828494
9633,CA-2018-154809,13/02/2018,17/02/2018,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",90.64,0.011208406655035209
1497,CA-2018-152485,04/09/2018,08/09/2018,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019.0,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.784,0.001975247893610648
3051,US-2018-148054,06/10/2018,11/10/2018,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,83642.0,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,41.96,0.0051226428916829065
5806,CA-2018-113873,13/11/2018,19/11/2018,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220.0,Central,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",205.9992,0.025630116579630744
5551,US-2015-159618,12/11/2015,16/11/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036.0,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.672,0.00021102648382371992
3207,CA-2015-158372,10/11/2015,16/11/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,0.006527819241314786
8187,CA-2016-136728,13/09/2016,17/09/2016,Second Class,AG-10900,Arthur Gainer,Consumer,United States,Chicago,Illinois,60623.0,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",170.072,0.02113865290093907
9176,CA-2018-119424,12/06/2018,14/06/2018,Second Class,SB-20185,Sarah Brown,Consumer,United States,Kent,Washington,98031.0,West,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,19.44,0.002307289564840388
4302,CA-2018-129021,23/08/2018,26/08/2018,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303.0,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",8.72,0.0009671213737324036
8371,CA-2017-163972,17/10/2017,21/10/2017,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Fresno,California,93727.0,West,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",120.666,0.014962127747032254
4216,CA-2015-103590,30/11/2015,04/12/2015,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Mount Vernon,New York,10550.0,East,OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62.28,0.007662961701693563
5664,CA-2017-141957,21/07/2017,21/07/2017,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055.0,East,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,18.656,0.002209277264296669
7055,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804.0,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",363.92,0.04537269427313129
2702,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,18.936,0.002244281657347997
8729,CA-2016-103870,27/12/2016,31/12/2016,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130.0,South,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,131.104,0.016267041513709973
7268,CA-2018-122987,16/08/2018,16/08/2018,Same Day,SJ-20215,Sarah Jordon,Consumer,United States,Columbia,Tennessee,38401.0,South,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,67.136,0.008270037889755165
8023,CA-2015-129189,21/07/2015,25/07/2015,Standard Class,HM-14860,Harry Marie,Corporate,United States,Dallas,Texas,75217.0,Central,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",87.92,0.010868363979679451
4505,US-2015-138247,24/12/2015,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96,0.045127663521771985
8730,CA-2016-103870,27/12/2016,31/12/2016,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130.0,South,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,22.512,0.002691337762889243
7626,CA-2016-136805,23/05/2016,27/05/2016,Second Class,NM-18445,Nathan Mautz,Home Office,United States,Detroit,Michigan,48234.0,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,75.33,0.009294416449264384
4809,CA-2015-149055,23/11/2015,28/11/2015,Standard Class,PB-19210,Phillip Breyer,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,62.808,0.00772896998573321
3149,CA-2017-120558,07/06/2017,10/06/2017,First Class,RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,10035.0,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,0.003927492900358995
5305,US-2015-166310,21/09/2015,23/09/2015,First Class,JS-15940,Joni Sundaresam,Home Office,United States,Garland,Texas,75043.0,Central,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,0.0009451186123858546
1278,CA-2017-148698,02/05/2017,07/05/2017,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,77070.0,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,0.010672339378592015
2909,CA-2018-121615,03/11/2018,09/11/2018,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122.0,Central,OFF-LA-10001771,Office Supplies,Labels,Avery 513,14.94,0.00174471896222976
8084,CA-2016-150714,26/10/2016,01/11/2016,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Oregon,97477.0,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.301,0.001664833936659051
1731,CA-2015-125136,28/09/2015,03/10/2015,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Fayetteville,North Carolina,28314.0,South,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,96.256,0.011910494767093271
7750,CA-2016-133242,18/06/2016,24/06/2016,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204.0,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,450.04,0.05613904545020401
417,CA-2018-122105,24/06/2018,28/06/2018,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Huntington Beach,California,92646.0,West,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,0.01186848949543168
3533,CA-2015-110849,18/04/2015,23/04/2015,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049.0,West,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,287.968,0.03587750262657964
6385,US-2018-104661,15/01/2018,18/01/2018,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745.0,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,0.005875737405044334
1331,CA-2018-127705,02/06/2018,06/06/2018,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,44052.0,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97,0.0002482811592854904
1922,CA-2016-125178,03/10/2016,09/10/2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Reading,Pennsylvania,19601.0,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,15.008,0.0017532200291136538
6562,CA-2018-144680,31/03/2018,02/04/2018,First Class,SC-20260,Scott Cohen,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62,0.0040800120415112094
5557,CA-2016-125066,14/12/2016,18/12/2016,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Mississippi,39212.0,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,0.0006470812086916909
3024,CA-2018-124674,17/11/2018,23/11/2018,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Brownsville,Texas,78521.0,Central,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.7328,0.04084872651517766
